section_code,land_number,county_norm,land_section_name
0001,0031-0002,苗栗縣,大湖段
0001,0116-0000,苗栗縣,大湖段
0001,0208-0021,苗栗縣,大湖
0001,0208-0039,苗栗縣,大湖段
0001,0208-0093,苗栗縣,大湖
0001,0208-0109,苗栗縣,大湖段
0001,0208-0143,苗栗縣,大湖段
0001,0208-0145,苗栗縣,大湖段
0001,0208-0167,苗栗縣,大湖段
0001,0208-0391,苗栗縣,大湖段
0001,0209-0004,苗栗縣,大湖段
0001,0431-0000,苗栗縣,大湖段
0001,0436-0000,苗栗縣,大湖段
0001,0442-0000,苗栗縣,大湖段
0001,0445-0001,苗栗縣,大湖段
0001,0445-0002,苗栗縣,大湖段
0001,0446-0003,苗栗縣,大湖段
0001,0448-0015,苗栗縣,大湖段
0001,0448-0032,苗栗縣,大湖段
0001,0450-0002,苗栗縣,大湖段
0001,0493-0028,苗栗縣,大湖段
0001,0494-0002,苗栗縣,大湖段
0001,0494-0013,苗栗縣,大湖段
0001,0501-0005,苗栗縣,大湖段
0001,0501-0012,苗栗縣,大湖段
0001,0501-0021,苗栗縣,大湖段
0001,0501-0069,苗栗縣,大湖段
0001,0508-0000,苗栗縣,大湖段
0001,0539-0002,苗栗縣,大湖段
0001,0689-0006,苗栗縣,大湖段
0001,0689-0176,苗栗縣,大湖段
0001,0689-0366,苗栗縣,大湖段
0001,0689-0563,苗栗縣,大湖段
0001,0689-0969,苗栗縣,大湖段
0001,0689-1140,苗栗縣,大湖段
0001,0689-1156,苗栗縣,大湖段
0001,0730-0002,苗栗縣,大湖段
0001,0730-0003,苗栗縣,大湖段
0001,0731-0001,苗栗縣,大湖段
0001,0762-0157,苗栗縣,大湖段
0001,0762-0170,苗栗縣,大湖段
0001,0762-0561,苗栗縣,大湖段
0001,0762-0562,苗栗縣,大湖段
0001,0762-1314,苗栗縣,大湖段
0001,0780-0000,苗栗縣,大湖
0001,0812-0000,苗栗縣,大湖段
0001,0812-0010,苗栗縣,大湖段
0001,0812-0011,苗栗縣,大湖段
0001,0812-0038,苗栗縣,大湖段
0001,0812-0039,苗栗縣,大湖段
0001,0812-0040,苗栗縣,大湖段
0001,0812-0041,苗栗縣,大湖段
0001,0812-0042,苗栗縣,大湖段
0001,0812-0103,苗栗縣,大湖段
0001,0812-0104,苗栗縣,大湖段
0001,0812-0105,苗栗縣,大湖段
0001,0812-0109,苗栗縣,大湖段
0001,0812-0110,苗栗縣,大湖段
0001,0812-0111,苗栗縣,大湖段
0001,0812-0112,苗栗縣,大湖段
0001,0830-0000,苗栗縣,大湖段
0001,0830-0013,苗栗縣,大湖段
0001,0831-0000,苗栗縣,大湖段
0001,0997-0029,苗栗縣,大湖段
0001,1063-0033,苗栗縣,大湖段
0001,1063-0047,苗栗縣,大湖段
0001,1063-0050,苗栗縣,大湖段
0001,1063-0051,苗栗縣,大湖段
0001,1090-0001,苗栗縣,大湖段
0001,1090-0005,苗栗縣,大湖段
0001,1092-0000,苗栗縣,大湖段
0001,1095-0001,苗栗縣,大湖段
0001,1095-0007,苗栗縣,大湖段
0001,1107-0000,苗栗縣,大湖段
0001,1112-0000,苗栗縣,大湖段
0001,1139-0000,苗栗縣,大湖段
0001,1151-0000,苗栗縣,大湖段
0001,1155-0001,苗栗縣,大湖段
0001,1186-0000,苗栗縣,大湖段
0001,1276-0000,苗栗縣,大湖段
0001,1282-0000,苗栗縣,大湖段
0001,1282-0001,苗栗縣,大湖段
0001,1366-0000,苗栗縣,大湖段
0001,1368-0000,苗栗縣,大湖段
0001,1424-0000,苗栗縣,大湖段
0001,1446-0002,苗栗縣,大湖段
0001,1451-0000,苗栗縣,大湖段
0001,1476-0000,苗栗縣,大湖段
0001,1519-0000,苗栗縣,大湖段
0001,1537-0001,苗栗縣,大湖
0001,1668-0000,苗栗縣,大湖段
0001,1679-0000,苗栗縣,大湖段
0001,1705-0000,苗栗縣,大湖段
0001,1754-0000,苗栗縣,大湖段
0001,1755-0000,苗栗縣,大湖段
0001,1756-0000,苗栗縣,大湖段
0001,1778-0000,苗栗縣,大湖段
0001,1779-0001,苗栗縣,大湖段
0001,1781-0000,苗栗縣,大湖段
0001,1782-0000,苗栗縣,大湖段
0001,1796-0000,苗栗縣,大湖段
0001,1797-0000,苗栗縣,大湖段
0001,1797-0006,苗栗縣,大湖段
0001,1806-0000,苗栗縣,大湖段
0001,1878-0000,苗栗縣,大湖段
0001,1914-0000,苗栗縣,大湖段
0001,1916-0001,苗栗縣,大湖段
0001,1916-0003,苗栗縣,大湖段
0001,1916-0004,苗栗縣,大湖段
0001,1933-0000,苗栗縣,大湖段
0001,1933-0002,苗栗縣,大湖段
0001,1933-0004,苗栗縣,大湖段
0001,1977-0000,苗栗縣,大湖段
0001,2018-0000,苗栗縣,大湖段
0001,2018-0005,苗栗縣,大湖段
0001,2069-0001,苗栗縣,大湖段
0001,2095-0000,苗栗縣,大湖段
0001,2104-0000,苗栗縣,大湖段
0002,0033-0002,苗栗縣,南湖段
0002,0033-0004,苗栗縣,南湖段
0002,0033-0006,苗栗縣,南湖段
0002,0044-0009,苗栗縣,南湖段
0002,0066-0002,苗栗縣,南湖段
0002,0067-0003,苗栗縣,南湖段
0002,0067-0004,苗栗縣,南湖段
0002,0069-0003,苗栗縣,南湖段
0002,0069-0004,苗栗縣,南湖段
0002,0139-0000,苗栗縣,南湖段
0002,0287-0000,苗栗縣,南湖段
0002,0302-0000,苗栗縣,南湖段
0002,0312-0002,苗栗縣,南湖段
0002,0603-0000,苗栗縣,南湖段
0002,0604-0000,苗栗縣,南湖段
0002,0604-0002,苗栗縣,南湖段
0002,0620-0008,苗栗縣,南湖段
0002,0620-0010,苗栗縣,南湖段
0002,0620-0012,苗栗縣,南湖段
0002,0620-0019,苗栗縣,南湖段
0002,0620-0022,苗栗縣,南湖段
0002,0620-0034,苗栗縣,南湖段
0002,0620-0035,苗栗縣,南湖段
0002,0620-0041,苗栗縣,南湖段
0002,0627-0017,苗栗縣,南湖段
0002,0680-0260,苗栗縣,南湖段
0002,0680-0261,苗栗縣,南湖段
0002,0680-0262,苗栗縣,南湖段
0002,0700-0005,苗栗縣,南湖段
0002,0702-0002,苗栗縣,南湖段
0002,0702-0012,苗栗縣,南湖段
0002,0702-0013,苗栗縣,南湖段
0002,0704-0002,苗栗縣,南湖段
0002,0710-0008,苗栗縣,南湖段
0002,0725-0002,苗栗縣,南湖段
0002,0725-0004,苗栗縣,南湖段
0002,0725-0005,苗栗縣,南湖段
0002,0726-0000,苗栗縣,南湖段
0002,0729-0001,苗栗縣,南湖段
0002,0804-0060,苗栗縣,南湖段
0002,0804-0061,苗栗縣,南湖段
0002,0804-0063,苗栗縣,南湖段
0002,0811-0002,苗栗縣,南湖段
0002,1015-0000,苗栗縣,南湖段
0002,1015-0007,苗栗縣,南湖段
0002,1015-0008,苗栗縣,南湖段
0002,1015-0009,苗栗縣,南湖段
0002,1072-0000,苗栗縣,南湖段
0002,1072-0001,苗栗縣,南湖段
0002,1072-0007,苗栗縣,南湖段
0002,1072-0011,苗栗縣,南湖段
0002,1105-0005,苗栗縣,南湖段
0002,1105-0006,苗栗縣,南湖段
0002,1142-0006,苗栗縣,南湖段
0002,1180-0000,苗栗縣,南湖段
0002,1180-0001,苗栗縣,南湖段
0002,1278-0001,苗栗縣,南湖段
0002,1319-0048,苗栗縣,南湖段
0002,1320-0097,苗栗縣,南湖段
0002,1320-0136,苗栗縣,南湖段
0002,1320-0286,苗栗縣,南湖段
0002,1320-0441,苗栗縣,南湖段
0002,1320-0742,苗栗縣,南湖段
0002,1320-0746,苗栗縣,南湖段
0002,1320-1176,苗栗縣,南湖段
0002,1320-1333,苗栗縣,南湖段
0002,1320-1337,苗栗縣,南湖段
0002,1320-1362,苗栗縣,南湖段
0002,1321-0019,苗栗縣,南湖段
0002,1321-0033,苗栗縣,南湖段
0002,1322-0077,苗栗縣,南湖段
0002,1326-0402,苗栗縣,南湖段
0002,1327-0007,苗栗縣,南湖段
0002,1327-0053,苗栗縣,南湖段
0002,1327-0214,苗栗縣,南湖段
0002,1327-0335,苗栗縣,南湖段
0002,1329-0101,苗栗縣,南湖段
0002,1329-0278,苗栗縣,南湖段
0002,1329-0336,苗栗縣,南湖段
0002,1330-0003,苗栗縣,南湖段
0002,1330-0059,苗栗縣,南湖段
0002,1330-0060,苗栗縣,南湖段
0002,1330-0095,苗栗縣,南湖段
0002,1330-0146,苗栗縣,南湖段
0002,1330-0152,苗栗縣,南湖段
0002,1330-0165,苗栗縣,南湖段
0002,1330-0166,苗栗縣,南湖段
0002,1330-0168,苗栗縣,南湖段
0002,1330-0172,苗栗縣,南湖段
0002,1330-0196,苗栗縣,南湖段
0002,1330-0205,苗栗縣,南湖段
0002,1330-0207,苗栗縣,南湖段
0002,1330-0209,苗栗縣,南湖段
0002,1330-0212,苗栗縣,南湖段
0002,1330-0218,苗栗縣,南湖段
0002,1330-0222,苗栗縣,南湖段
0002,1330-0228,苗栗縣,南湖段
0002,1330-0229,苗栗縣,南湖段
0002,1330-0231,苗栗縣,南湖段
0002,1330-0233,苗栗縣,南湖段
0002,1330-0268,苗栗縣,南湖段
0002,1330-0272,苗栗縣,南湖段
0002,1330-0279,苗栗縣,南湖段
0002,1330-0281,苗栗縣,南湖段
0002,1330-0311,苗栗縣,南湖段
0002,1330-0313,苗栗縣,南湖段
0002,1330-0364,苗栗縣,南湖段
0002,1330-0365,苗栗縣,南湖段
0002,1330-0366,苗栗縣,南湖段
0002,1330-0368,苗栗縣,南湖段
0002,1330-0381,苗栗縣,南湖段
0002,1330-0412,苗栗縣,南湖段
0002,1330-0420,苗栗縣,南湖段
0002,1330-0424,苗栗縣,南湖段
0002,1330-0517,苗栗縣,南湖段
0002,1330-0519,苗栗縣,南湖段
0002,1330-0578,苗栗縣,南湖段
0002,1330-0591,苗栗縣,南湖段
0002,1330-0606,苗栗縣,南湖段
0002,1330-0613,苗栗縣,南湖段
0002,1330-0615,苗栗縣,南湖段
0002,1330-0616,苗栗縣,南湖段
0002,1330-0637,苗栗縣,南湖段
0002,1330-0640,苗栗縣,南湖段
0002,1330-0668,苗栗縣,南湖段
0002,1330-0679,苗栗縣,南湖段
0002,1330-0680,苗栗縣,南湖段
0002,1333-0017,苗栗縣,南湖段
0002,1333-0067,苗栗縣,南湖段
0002,1333-0069,苗栗縣,南湖段
0002,1333-0132,苗栗縣,南湖段
0002,1336-0047,苗栗縣,南湖段
0002,1336-0078,苗栗縣,南湖段
0002,1336-0186,苗栗縣,南湖段
0002,1337-0005,苗栗縣,南湖段
0002,1337-0018,苗栗縣,南湖段
0002,1337-0052,苗栗縣,南湖段
0002,1337-0088,苗栗縣,南湖段
0002,1337-0089,苗栗縣,南湖段
0002,1337-0102,苗栗縣,南湖段
0002,1337-0178,苗栗縣,南湖段
0002,1337-0299,苗栗縣,南湖段
0002,1338-0032,苗栗縣,南湖段
0002,1338-0091,苗栗縣,南湖段
0002,1339-0069,苗栗縣,南湖段
0002,1345-0019,苗栗縣,南湖段
0002,1345-0140,苗栗縣,南湖段
0002,1345-0243,苗栗縣,南湖段
0002,1345-0271,苗栗縣,南湖段
0003,0001-0007,苗栗縣,興榮段
0003,0002-0011,苗栗縣,興榮段
0003,0035-0002,苗栗縣,興榮段
0003,0047-0004,苗栗縣,興榮段
0003,0049-0007,苗栗縣,興榮段
0003,0055-0021,苗栗縣,興榮段
0003,0055-0022,苗栗縣,興榮段
0003,0055-0024,苗栗縣,興榮段
0003,0055-0105,苗栗縣,興榮段
0003,0055-0146,苗栗縣,興榮段
0003,0055-0148,苗栗縣,興榮段
0003,0055-0199,苗栗縣,興榮段
0003,0055-0205,苗栗縣,興榮段
0003,0055-0217,苗栗縣,興榮段
0003,0055-0221,苗栗縣,興榮段
0003,0055-0232,苗栗縣,興榮段
0003,0055-0235,苗栗縣,興榮段
0003,0055-0264,苗栗縣,興榮段
0003,0055-0265,苗栗縣,興榮段
0003,0055-0312,苗栗縣,興榮段
0003,0055-0353,苗栗縣,興榮段
0003,0055-0367,苗栗縣,興榮段
0003,0068-0038,苗栗縣,興榮段
0003,0080-0000,苗栗縣,興榮段
0003,0082-0001,苗栗縣,興榮段
0003,0096-0008,苗栗縣,興榮段
0003,0096-0010,苗栗縣,興榮段
0003,0096-0032,苗栗縣,興榮段
0003,0096-0056,苗栗縣,興榮段
0003,0096-0063,苗栗縣,興榮段
0003,0096-0064,苗栗縣,興榮段
0003,0096-0086,苗栗縣,興榮段
0003,0096-0100,苗栗縣,興榮段
0003,0096-0249,苗栗縣,興榮段
0003,0096-0252,苗栗縣,興榮段
0003,0096-0352,苗栗縣,興榮段
0003,0096-0353,苗栗縣,興榮段
0003,0096-0368,苗栗縣,興榮段
0003,0096-0398,苗栗縣,興榮段
0003,0096-0475,苗栗縣,興榮段
0003,0096-0486,苗栗縣,興榮段
0003,0096-0487,苗栗縣,興榮段
0003,0096-0490,苗栗縣,興榮段
0003,0096-0514,苗栗縣,興榮段
0003,0096-0515,苗栗縣,興榮段
0003,0096-0517,苗栗縣,興榮段
0003,0096-0662,苗栗縣,興榮段
0003,0096-0711,苗栗縣,興榮段
0003,0096-0712,苗栗縣,興榮段
0003,0096-0713,苗栗縣,興榮段
0003,0096-0716,苗栗縣,興榮段
0003,0096-0718,苗栗縣,興榮段
0003,0096-0735,苗栗縣,興榮段
0003,0096-0811,苗栗縣,興榮段
0003,0096-0864,苗栗縣,興榮段
0003,0096-1032,苗栗縣,興榮段
0003,0096-1033,苗栗縣,興榮段
0003,0096-1034,苗栗縣,興榮段
0003,0096-1109,苗栗縣,興榮段
0003,0096-1117,苗栗縣,興榮段
0003,0096-1253,苗栗縣,興榮段
0003,0122-0008,苗栗縣,興榮段
0003,0122-0010,苗栗縣,興榮段
0003,0155-0009,苗栗縣,興榮段
0003,0165-0357,苗栗縣,興榮段
0003,0166-0347,苗栗縣,興榮段
0003,0167-0100,苗栗縣,興榮段
0003,0167-0136,苗栗縣,興榮段
0003,0167-0240,苗栗縣,興榮段
0003,0167-0243,苗栗縣,興榮段
0003,0167-0251,苗栗縣,興榮
0003,0167-0262,苗栗縣,興榮段
0003,0167-0274,苗栗縣,興榮
0003,0167-0347,苗栗縣,興榮
0003,0167-0379,苗栗縣,興榮段
0003,0167-0389,苗栗縣,興榮段
0003,0167-0395,苗栗縣,興榮段
0003,0167-0411,苗栗縣,興榮段
0003,0167-0514,苗栗縣,興榮段
0003,0167-0522,苗栗縣,興榮段
0003,0167-0573,苗栗縣,興榮段
0003,0167-0596,苗栗縣,興榮段
0003,0167-0683,苗栗縣,興榮段
0003,0167-0723,苗栗縣,興榮段
0003,0167-0725,苗栗縣,興榮段
0003,0167-0830,苗栗縣,興榮段
0003,0167-1346,苗栗縣,興榮段
0003,0167-1406,苗栗縣,興榮段
0003,0167-1513,苗栗縣,興榮段
0003,0221-0001,苗栗縣,興榮段
0003,0221-0002,苗栗縣,興榮段
0003,0221-0007,苗栗縣,興榮段
0003,0221-0010,苗栗縣,興榮段
0003,0221-0012,苗栗縣,興榮段
0003,0221-0031,苗栗縣,興榮段
0003,0222-0007,苗栗縣,興榮段
0003,0227-0000,苗栗縣,興榮段
0003,0228-0001,苗栗縣,興榮段
0003,0233-0000,苗栗縣,興榮段
0003,0250-0000,苗栗縣,興榮段
0003,0251-0028,苗栗縣,興榮段
0003,0258-0000,苗栗縣,興榮段
0003,0261-0031,苗栗縣,興榮段
0003,0261-0038,苗栗縣,興榮段
0003,0268-0000,南投縣,三塊厝
0003,0286-0053,南投縣,三塊厝段
0003,0295-0013,苗栗縣,興榮段
0003,0296-0173,苗栗縣,興榮段
0003,0310-0005,苗栗縣,興榮段
0003,0310-0014,苗栗縣,興榮段
0003,0310-0037,苗栗縣,興榮段
0003,0314-0040,苗栗縣,興榮段
0003,0314-0076,苗栗縣,興榮段
0003,0314-0081,苗栗縣,興榮段
0003,0319-0029,苗栗縣,興榮段
0003,0319-0030,苗栗縣,興榮段
0003,0319-0037,苗栗縣,興榮段
0003,0319-0063,苗栗縣,興榮段
0003,0319-0065,苗栗縣,興榮段
0003,0319-0073,苗栗縣,興榮段
0003,0324-0024,苗栗縣,興榮段
0003,0324-0038,苗栗縣,興榮段
0003,0324-0067,苗栗縣,興榮
0003,0324-0068,苗栗縣,興榮段
0003,0324-0319,苗栗縣,興榮段
0003,0327-0007,苗栗縣,興榮段
0003,0327-0047,苗栗縣,興榮段
0003,0327-0053,苗栗縣,興榮段
0003,0336-0025,苗栗縣,興榮段
0003,0336-0072,苗栗縣,興榮段
0003,0992-0000,苗栗縣,興榮段
0004,0520-0000,南投縣,茄苳腳段
0004,0529-0021,南投縣,茄苳腳段
0004,0735-0006,南投縣,茄苳腳段
0004,0763-0000,南投縣,茄苳腳
0004,0763-0007,南投縣,茄苳腳
0004,0763-0008,南投縣,茄苳腳
0004,0763-0009,南投縣,茄苳腳
0004,1836-0000,苗栗縣,卓蘭段
0004,2022-0011,苗栗縣,卓蘭段
0004,2039-0000,苗栗縣,卓蘭段
0004,2089-0084,苗栗縣,卓蘭段
0004,2102-0000,苗栗縣,卓蘭段
0004,2614-0002,苗栗縣,卓蘭段
0004,2615-0000,苗栗縣,卓蘭段
0004,2626-0012,苗栗縣,卓蘭段
0004,2688-0000,苗栗縣,卓蘭段
0004,2689-0000,苗栗縣,卓蘭段
0004,2709-0000,苗栗縣,卓蘭段
0004,2731-0002,苗栗縣,卓蘭段
0004,2737-0000,苗栗縣,卓蘭段
0004,2763-0000,苗栗縣,卓蘭段
0004,2795-0001,苗栗縣,卓蘭段
0004,2797-0000,苗栗縣,卓蘭段
0004,3147-0001,苗栗縣,卓蘭段
0004,3189-0000,苗栗縣,卓蘭段
0004,3194-0000,苗栗縣,卓蘭段
0004,3231-0000,苗栗縣,卓蘭段
0004,3231-0001,苗栗縣,卓蘭段
0004,3233-0000,苗栗縣,卓蘭段
0004,3288-0000,苗栗縣,卓蘭段
0004,3377-0000,苗栗縣,卓蘭段
0004,3384-0000,苗栗縣,卓蘭段
0004,3519-0000,苗栗縣,卓蘭段
0004,3720-0000,苗栗縣,卓蘭段
0004,3721-0000,苗栗縣,卓蘭段
0004,5254-0000,苗栗縣,卓蘭段
0007,0335-0000,臺東縣,石山段
0007,0335-0005,臺東縣,石山段
0007,0335-0006,臺東縣,石山段
0007,0335-0007,臺東縣,石山段
0007,0335-0008,臺東縣,石山段
0007,0337-0000,臺東縣,石山段
0007,0337-0001,臺東縣,石山段
0007,0337-0005,臺東縣,石山段
0007,0340-0000,臺東縣,石山段
0007,0348-0001,臺東縣,石山段
0007,0348-0005,臺東縣,石山段
0007,0348-0011,臺東縣,石山段
0007,0348-0020,臺東縣,石山段
0007,0377-0002,臺東縣,石山段
0007,0377-0014,臺東縣,石山段
0007,0616-0000,臺東縣,石山段
0007,0621-0003,臺東縣,石山段
0007,0621-0004,臺東縣,石山段
0008,0015-0018,苗栗縣,大坪林段
0008,0015-0050,苗栗縣,大坪林段
0008,0015-0051,苗栗縣,大坪林段
0008,0015-0318,苗栗縣,大坪林段
0008,0015-0338,苗栗縣,大坪林段
0008,0015-0388,苗栗縣,大坪林段
0008,0015-0681,苗栗縣,大坪林段
0008,0036-0010,苗栗縣,大坪林段
0008,0036-0011,苗栗縣,大坪林段
0008,0036-0012,苗栗縣,大坪林段
0008,0036-0013,苗栗縣,大坪林段
0008,0036-0014,苗栗縣,大坪林段
0008,0036-0015,苗栗縣,大坪林段
0008,0036-0016,苗栗縣,大坪林段
0008,0062-0000,苗栗縣,大坪林段
0008,0062-0002,苗栗縣,大坪林段
0008,0088-0045,苗栗縣,大坪林段
0008,0088-0131,苗栗縣,大坪林段
0008,0088-0176,苗栗縣,大坪林段
0008,0088-0215,苗栗縣,大坪林段
0008,0088-0256,苗栗縣,大坪林段
0008,0088-0429,苗栗縣,大坪林段
0008,0088-0472,苗栗縣,大坪林段
0008,0088-0473,苗栗縣,大坪林段
0008,0088-0474,苗栗縣,大坪林段
0008,0088-0501,苗栗縣,大坪林
0008,0088-0531,苗栗縣,大坪林段
0008,0088-0532,苗栗縣,大坪林段
0008,0088-0533,苗栗縣,大坪林
0008,0088-0535,苗栗縣,大坪林段
0008,0088-0567,苗栗縣,大坪林段
0008,0088-0746,苗栗縣,大坪林
0008,0088-0933,苗栗縣,大坪林段
0008,0088-0935,苗栗縣,大坪林段
0008,0088-0937,苗栗縣,大坪林段
0008,0088-0944,苗栗縣,大坪林
0008,0088-0945,苗栗縣,大坪林
0008,0088-0955,苗栗縣,大坪林段
0008,0088-0971,苗栗縣,大坪林
0008,0088-0972,苗栗縣,大坪林
0008,0088-0973,苗栗縣,大坪林
0008,0088-0974,苗栗縣,大坪林
0008,0088-1049,苗栗縣,大坪林
0008,0088-1119,苗栗縣,大坪林段
0008,0088-1222,苗栗縣,大坪林
0008,0088-1365,苗栗縣,大坪林
0008,0088-1702,苗栗縣,大坪林段
0008,0088-1779,苗栗縣,大坪林段
0008,0088-1780,苗栗縣,大坪林段
0008,0089-0005,苗栗縣,大坪林段
0008,0089-0047,苗栗縣,大坪林段
0008,0089-0048,苗栗縣,大坪林段
0008,0149-0002,苗栗縣,大坪林段
0008,0258-0012,苗栗縣,大坪林段
0008,0258-0030,苗栗縣,大坪林段
0008,0295-0003,苗栗縣,大坪林段
0008,0310-0005,苗栗縣,大坪林段
0008,0310-0013,苗栗縣,大坪林段
0008,0378-0000,苗栗縣,大坪林段
0008,0514-0000,苗栗縣,大坪林
0008,0728-0000,苗栗縣,大坪林段
0008,0959-0003,苗栗縣,大坪林段
0008,0959-0019,苗栗縣,大坪林段
0008,1151-0000,苗栗縣,大坪林段
0008,1152-0000,苗栗縣,大坪林段
0008,1163-0000,苗栗縣,大坪林段
0008,1165-0000,苗栗縣,大坪林段
0008,1166-0000,苗栗縣,大坪林段
0008,1223-0002,苗栗縣,大坪林段
0008,1361-0000,苗栗縣,大坪林段
0008,1381-0000,苗栗縣,大坪林段
0008,1382-0000,苗栗縣,大坪林段
0008,1383-0000,苗栗縣,大坪林段
0008,1384-0000,苗栗縣,大坪林段
0008,1385-0000,苗栗縣,大坪林段
0008,1447-0000,苗栗縣,大坪林段
0008,1458-0000,苗栗縣,大坪林段
0008,1459-0000,苗栗縣,大坪林段
0008,1459-0002,苗栗縣,大坪林段
0008,1460-0000,苗栗縣,大坪林段
0008,1670-0000,苗栗縣,大坪林段
0008,1829-0000,苗栗縣,大坪林段
0008,1831-0000,苗栗縣,大坪林段
0008,1831-0001,苗栗縣,大坪林段
0008,1873-0000,苗栗縣,大坪林段
0008,1940-0000,苗栗縣,大坪林段
0008,2211-0002,苗栗縣,大坪林段
0008,2261-0000,苗栗縣,大坪林
0008,2292-0000,苗栗縣,大坪林段
0008,2299-0000,苗栗縣,大坪林段
0008,2306-0000,苗栗縣,大坪林段
0008,2320-0000,苗栗縣,大坪林段
0008,2439-0000,苗栗縣,大坪林段
0008,2446-0000,苗栗縣,大坪林段
0008,2456-0000,苗栗縣,大坪林段
0008,2489-0000,苗栗縣,大坪林段
0008,2489-0005,苗栗縣,大坪林段
0008,2490-0000,苗栗縣,大坪林段
0008,2490-0007,苗栗縣,大坪林段
0008,2497-0000,苗栗縣,大坪林段
0008,2498-0000,苗栗縣,大坪林段
0008,2498-0002,苗栗縣,大坪林段
0008,2503-0000,苗栗縣,大坪林段
0008,2503-0002,苗栗縣,大坪林段
0008,2503-0003,苗栗縣,大坪林段
0008,2783-0000,苗栗縣,大坪林段
0009,0042-0001,苗栗縣,桂竹林段
0009,0086-0023,苗栗縣,桂竹林段
0009,0086-0024,苗栗縣,桂竹林段
0009,0086-0348,苗栗縣,桂竹林段
0009,0086-0355,苗栗縣,桂竹林
0009,0086-0376,苗栗縣,桂竹林段
0009,0086-0379,苗栗縣,桂竹林段
0009,0086-0395,苗栗縣,桂竹林段
0009,0086-0399,苗栗縣,桂竹林段
0009,0086-0429,苗栗縣,桂竹林段
0009,0086-0433,苗栗縣,桂竹林段
0009,0086-0606,苗栗縣,桂竹林段
0009,0086-0609,苗栗縣,桂竹林段
0009,0086-0610,苗栗縣,桂竹林段
0009,0086-0611,苗栗縣,桂竹林段
0009,0086-0612,苗栗縣,桂竹林段
0009,0086-0613,苗栗縣,桂竹林段
0009,0086-0614,苗栗縣,桂竹林段
0009,0086-0615,苗栗縣,桂竹林段
0009,0086-0616,苗栗縣,桂竹林段
0009,0086-0635,苗栗縣,桂竹林段
0009,0096-0000,苗栗縣,桂竹林段
0009,0097-0000,苗栗縣,桂竹林段
0009,0099-0001,苗栗縣,桂竹林段
0009,0099-0024,苗栗縣,桂竹林段
0009,0182-0022,苗栗縣,桂竹林段
0009,0363-0197,苗栗縣,桂竹林段
0009,0363-0970,苗栗縣,桂竹林段
0009,0382-0000,苗栗縣,桂竹林段
0009,0383-0000,苗栗縣,桂竹林段
0009,3231-0000,臺東縣,利家段
0009,3233-0000,臺東縣,利家段
0009,3235-0000,臺東縣,利家段
0009,3235-0001,臺東縣,利家段
0009,3241-0000,臺東縣,利家段
0009,3243-0000,臺東縣,利家段
0009,3244-0000,臺東縣,利家段
0010,0010-0003,南投縣,小半山
0010,0013-0008,臺東縣,加路蘭段
0010,0013-0038,臺東縣,加路蘭段
0010,0013-0042,臺東縣,加路蘭段
0010,0013-0049,臺東縣,加路蘭段
0010,0021-0012,臺東縣,加路蘭段
0010,0021-0013,臺東縣,加路蘭段
0010,0021-0063,臺東縣,加路蘭段
0010,0155-0031,苗栗縣,八角林段
0010,0201-0000,苗栗縣,八角林段
0010,0204-0002,苗栗縣,八角林段
0010,0279-0000,苗栗縣,八角林段
0010,0279-0001,苗栗縣,八角林段
0010,0312-0000,苗栗縣,八角林段
0010,0428-0025,苗栗縣,八角林段
0010,0432-0008,苗栗縣,八角林段
0010,0432-0009,苗栗縣,八角林段
0010,0494-0016,苗栗縣,八角林段
0010,0523-0000,臺東縣,加路蘭段
0010,0523-0003,臺東縣,加路蘭段
0010,0745-0027,苗栗縣,八角林段
0010,0779-0023,苗栗縣,八角林段
0011,0040-0000,苗栗縣,獅潭段和興小段
0011,0116-0000,苗栗縣,獅潭段和興小段
0011,0158-0000,苗栗縣,獅潭段和興小段
0011,0218-0000,苗栗縣,獅潭段和興小段
0011,0225-0001,苗栗縣,獅潭段和興小段
0011,0225-0002,苗栗縣,獅潭段和興小段
0011,0226-0000,苗栗縣,獅潭段和興小段
0011,0227-0001,苗栗縣,獅潭段和興小段
0011,0295-0074,苗栗縣,獅潭段和興小段
0011,0295-0263,苗栗縣,獅潭段和興小段
0011,0295-0265,苗栗縣,獅潭段和興小段
0011,0295-0485,苗栗縣,獅潭段和興小段
0011,0375-0006,苗栗縣,獅潭段和興小段
0012,0223-0005,苗栗縣,獅潭段新店小段
0012,0223-0315,苗栗縣,獅潭段新店小段
0012,0223-0338,苗栗縣,獅潭段新店小段
0012,0304-0000,南投縣,軍功寮
0012,0373-0005,臺東縣,上原段
0012,0963-0000,臺東縣,上原段
0013,0001-0053,臺東縣,富源段
0013,0001-0054,臺東縣,富源段
0013,0001-0062,臺東縣,富源段
0013,0001-0129,臺東縣,富源段
0013,0001-0132,臺東縣,富源段
0013,0001-0133,臺東縣,富源段
0013,0001-0137,臺東縣,富源段
0013,0001-0138,臺東縣,富源段
0013,0001-0140,臺東縣,富源段
0013,0001-0141,臺東縣,富源段
0013,0104-0004,苗栗縣,獅潭段永興小段
0013,0213-0002,苗栗縣,獅潭段永興小段
0013,0213-0003,苗栗縣,獅潭段永興小段
0013,0280-0002,苗栗縣,獅潭段永興小段
0013,0452-0000,苗栗縣,獅潭段永興小段
0013,0453-0000,苗栗縣,獅潭段永興小段
0013,0454-0000,苗栗縣,獅潭段永興小段
