section_code,land_number,county_norm,land_section_name
0645,0731-0001,宜蘭縣,粗坑段
0645,0748-0000,宜蘭縣,粗坑段
0645,0763-0000,宜蘭縣,粗坑段
0645,0784-0000,屏東縣,內獅段
0645,0819-0000,宜蘭縣,粗坑段
0645,0820-0000,宜蘭縣,粗坑段
0645,0820-0001,宜蘭縣,粗坑段
0645,0820-0002,宜蘭縣,粗坑段
0645,0820-0003,宜蘭縣,粗坑段
0645,0820-0005,宜蘭縣,粗坑段
0645,0826-0000,宜蘭縣,粗坑段
0645,0887-0000,苗栗縣,龍騰段
0645,0893-0000,苗栗縣,龍騰段
0645,0901-0000,苗栗縣,龍騰段
0645,0903-0000,苗栗縣,龍騰段
0645,0924-0000,宜蘭縣,粗坑段
0645,0925-0000,宜蘭縣,粗坑段
0645,0926-0000,苗栗縣,龍騰段
0645,0947-0000,宜蘭縣,粗坑段
0645,0948-0000,宜蘭縣,粗坑段
0646,0248-0000,臺東縣,南鎮樂段
0646,0249-0000,臺東縣,南鎮樂段
0646,0253-0000,臺東縣,南鎮樂段
0646,0255-0000,臺東縣,南鎮樂段
0646,0366-0000,臺東縣,南鎮樂段
0646,0367-0000,臺東縣,南鎮樂段
0646,0380-0000,臺東縣,南鎮樂段
0646,0386-0000,臺東縣,南鎮樂段
0646,0389-0000,臺東縣,南鎮樂段
0653,0193-0000,宜蘭縣,金面一段
0653,0194-0000,宜蘭縣,金面一段
0653,0195-0000,宜蘭縣,金面一段
0653,0196-0000,宜蘭縣,金面一段
0653,0202-0000,宜蘭縣,金面一段
0653,0203-0000,宜蘭縣,金面一段
0653,0204-0000,宜蘭縣,金面一段
0653,0205-0000,宜蘭縣,金面一段
0653,0206-0000,宜蘭縣,金面一段
0653,0207-0000,宜蘭縣,金面一段
0653,0208-0000,宜蘭縣,金面一段
0653,0209-0000,宜蘭縣,金面一段
0653,0210-0000,宜蘭縣,金面一段
0653,0211-0000,宜蘭縣,金面一段
0653,0212-0000,宜蘭縣,金面一段
0653,0213-0000,宜蘭縣,金面一段
0653,0214-0000,宜蘭縣,金面一段
0653,0215-0000,宜蘭縣,金面一段
0653,0216-0000,宜蘭縣,金面一段
0653,0217-0000,宜蘭縣,金面一段
0653,0218-0000,宜蘭縣,金面一段
0653,0219-0000,宜蘭縣,金面一段
0653,0220-0000,宜蘭縣,金面一段
0653,0221-0000,宜蘭縣,金面一段
0653,0222-0000,宜蘭縣,金面一段
0653,1130-0000,苗栗縣,新盛段
0659,0215-0000,宜蘭縣,新梗枋段
0659,0371-0000,宜蘭縣,新梗枋段
0659,0372-0000,宜蘭縣,新梗枋段
0659,0373-0000,宜蘭縣,新梗枋段
0659,0378-0000,宜蘭縣,新梗枋段
0659,0379-0000,宜蘭縣,新梗枋段
0659,0381-0000,宜蘭縣,新梗枋段
0659,0383-0000,宜蘭縣,新梗枋段
0659,0386-0000,宜蘭縣,新梗枋段
0659,0388-0000,宜蘭縣,新梗枋段
0659,0389-0000,宜蘭縣,新梗枋段
0659,0391-0000,宜蘭縣,新梗枋段
0659,0391-0001,宜蘭縣,新梗枋段
0659,0391-0002,宜蘭縣,新梗枋段
0659,0392-0000,宜蘭縣,新梗枋段
0659,0393-0000,宜蘭縣,新梗枋段
0659,0394-0000,宜蘭縣,新梗枋段
0660,0229-0000,宜蘭縣,福德段
0660,0231-0000,宜蘭縣,福德段
0660,0232-0000,宜蘭縣,福德段
0660,0237-0000,宜蘭縣,福德段
0660,0243-0000,宜蘭縣,福德段
0660,0286-0000,宜蘭縣,福德段
0700,0522-0000,南投縣,竹圍段
0700,0528-0000,南投縣,竹圍段
0706,0910-0000,南投縣,新赤水段
0706,0956-0000,南投縣,新赤水段
0708,0294-0000,南投縣,北大庄段
0709,0432-0000,南投縣,南田子段
0709,0566-0000,南投縣,南田子段
0709,1005-0000,南投縣,南松嶺段
0709,1155-0000,南投縣,南大庄段
0709,1187-0000,南投縣,南大庄段
0709,1194-0000,南投縣,南大庄段
0709,1209-0000,南投縣,南大庄段
0709,1556-0000,南投縣,南大庄段
0709,1558-0000,南投縣,南大庄段
0713,0029-0004,花蓮縣,赤科山段
0713,0029-0010,花蓮縣,赤科山段
0713,0029-0011,花蓮縣,赤科山段
0713,0030-0000,花蓮縣,赤科山段
0713,0030-0002,花蓮縣,赤科山段
0713,0031-0000,花蓮縣,赤科山段
0713,0050-0001,花蓮縣,赤科山段
0713,0050-0004,花蓮縣,赤科山段
0713,0051-0003,花蓮縣,赤科山段
0713,0051-0006,花蓮縣,赤科山段
0713,0070-0000,花蓮縣,赤科山段
0713,0074-0003,花蓮縣,赤科山段
0713,0075-0000,花蓮縣,赤科山段
0713,0075-0003,花蓮縣,赤科山段
0713,0125-0000,花蓮縣,赤科山段
0713,0135-0000,花蓮縣,赤科山段
0713,0135-0001,花蓮縣,赤科山段
0713,0141-0000,花蓮縣,赤科山段
0713,0141-0005,花蓮縣,赤科山段
0713,0146-0000,花蓮縣,赤科山段
0713,0149-0002,花蓮縣,赤科山段
0713,0151-0001,花蓮縣,赤科山段
0713,0151-0002,花蓮縣,赤科山段
0713,0152-0000,花蓮縣,赤科山段
0713,0152-0004,花蓮縣,赤科山段
0713,0157-0000,花蓮縣,赤科山段
0713,0158-0010,花蓮縣,赤科山段
0713,0167-0003,花蓮縣,赤科山段
0713,0170-0000,花蓮縣,赤科山段
0713,0170-0001,花蓮縣,赤科山段
0713,0170-0006,花蓮縣,赤科山段
0713,0171-0000,花蓮縣,赤科山段
0713,0174-0000,花蓮縣,赤科山段
0713,0174-0001,花蓮縣,赤科山段
0713,0178-0000,花蓮縣,赤科山段
0713,0182-0000,花蓮縣,赤科山段
0713,0187-0003,花蓮縣,赤科山段
0713,0187-0004,花蓮縣,赤科山段
0713,0187-0009,花蓮縣,赤科山段
0713,0191-0000,花蓮縣,赤科山段
0713,0194-0000,花蓮縣,赤科山段
0713,0196-0000,花蓮縣,赤科山段
0713,0201-0005,花蓮縣,赤科山段
0713,0225-0000,花蓮縣,赤科山段
0713,0228-0000,花蓮縣,赤科山段
0713,0228-0002,花蓮縣,赤科山段
0713,0229-0000,花蓮縣,赤科山段
0713,0229-0004,花蓮縣,赤科山段
0713,0246-0002,花蓮縣,赤科山段
0713,0247-0000,花蓮縣,赤科山段
0713,0249-0000,花蓮縣,赤科山段
0713,0259-0009,花蓮縣,赤科山段
0713,0266-0000,花蓮縣,赤科山段
0713,0292-0000,花蓮縣,赤科山段
0713,0292-0002,花蓮縣,赤科山段
0713,0293-0002,花蓮縣,赤科山段
0713,0298-0000,花蓮縣,赤科山段
0713,0319-0000,花蓮縣,赤科山段
0713,0320-0000,花蓮縣,赤科山段
0713,0338-0000,花蓮縣,赤科山段
0713,0339-0000,花蓮縣,赤科山段
0713,0359-0000,花蓮縣,赤科山段
0713,2174-0000,花蓮縣,樂合段
0716,0329-0000,苗栗縣,庄東段
0716,0810-0000,南投縣,三崙
0721,0677-0000,南投縣,爽文
0721,0678-0000,南投縣,爽文
0721,0685-0000,南投縣,爽文
0721,0817-0000,南投縣,爽文
0725,0236-0000,南投縣,樟平段
0725,0250-0000,南投縣,樟平段
0725,0647-0000,南投縣,樟平段
0727,0354-0000,南投縣,新二重溪段
0728,0396-0000,南投縣,平林段
0728,0460-0000,南投縣,平林
0730,0394-0000,南投縣,新後寮段
0730,0398-0000,南投縣,新後寮段
0730,0797-0000,南投縣,新後寮段
0730,0967-0000,南投縣,新後寮段
0730,1388-0000,南投縣,新後寮段
0730,1446-0000,南投縣,新後寮段
0754,0270-0000,花蓮縣,麻汝段
0754,0309-0000,花蓮縣,麻汝段
0754,0310-0000,花蓮縣,麻汝段
0754,0311-0000,花蓮縣,麻汝段
0754,0317-0000,花蓮縣,麻汝段
0754,0381-0000,花蓮縣,麻汝段
0754,0489-0000,花蓮縣,麻汝段
0754,0530-0000,花蓮縣,麻汝段
0754,0531-0000,花蓮縣,麻汝段
0754,0534-0000,花蓮縣,麻汝段
0754,0535-0000,花蓮縣,麻汝段
0754,0536-0000,花蓮縣,麻汝段
0754,0744-0000,苗栗縣,南興段
0755,1310-0000,宜蘭縣,梅山段
0755,1310-0003,宜蘭縣,梅山段
0755,1322-0000,宜蘭縣,梅山段
0755,1323-0000,宜蘭縣,梅山段
0755,1330-0000,宜蘭縣,梅山段
0756,0407-0000,宜蘭縣,仁山段
0756,0413-0000,宜蘭縣,仁山段
0756,0415-0000,宜蘭縣,仁山段
0756,0415-0001,宜蘭縣,仁山段
0756,0415-0002,宜蘭縣,仁山段
0756,0415-0003,宜蘭縣,仁山段
0756,0416-0000,宜蘭縣,仁山段
0756,0419-0001,宜蘭縣,仁山段
0756,0419-0002,宜蘭縣,仁山段
0756,1587-0000,花蓮縣,東豐南段
0756,1588-0000,花蓮縣,東豐南段
0756,1589-0000,花蓮縣,東豐南段
0756,1620-0000,花蓮縣,東豐南段
0756,1643-0000,花蓮縣,東豐南段
0757,0091-0000,花蓮縣,哈拉灣段
0757,0095-0000,花蓮縣,哈拉灣段
0757,0096-0000,花蓮縣,哈拉灣段
0757,0098-0000,花蓮縣,哈拉灣段
0757,0101-0000,花蓮縣,哈拉灣段
0757,0108-0000,花蓮縣,哈拉灣段
0757,0676-0000,花蓮縣,哈拉灣段
0757,0728-0000,花蓮縣,哈拉灣段
0757,0729-0000,花蓮縣,哈拉灣段
0757,0729-0001,花蓮縣,哈拉灣段
0759,0267-0001,臺南巿,內庄子段
0759,0267-0002,臺南巿,內庄子段
0759,0494-0000,臺南巿,內庄子段
0759,0698-0000,臺南巿,內庄子段
0761,0778-0000,花蓮縣,新舞鶴段
0761,0779-0000,花蓮縣,新舞鶴段
0761,0780-0000,花蓮縣,新舞鶴段
0761,0781-0000,花蓮縣,新舞鶴段
0761,0782-0000,花蓮縣,新舞鶴段
0761,0783-0000,花蓮縣,新舞鶴段
0761,0784-0000,花蓮縣,新舞鶴段
0771,0307-0000,花蓮縣,吉拉米代段
0771,0740-0000,新竹縣,湖東段
0771,1100-0000,新竹縣,湖東段
0772,0151-0003,新竹縣,湖中段
0772,0700-0000,新竹縣,湖中段
0772,0725-0000,新竹縣,湖中段
0772,0726-0000,新竹縣,湖中段
0772,0741-0000,新竹縣,湖中段
0772,0966-0000,新竹縣,湖中段
0772,0996-0000,新竹縣,湖中段
0772,0997-0000,新竹縣,湖中段
0772,1002-0000,新竹縣,湖中段
0772,1135-0003,新竹縣,湖中段
0772,1220-0000,新竹縣,湖中段
0773,1005-0000,新竹縣,湖西段
0773,1139-0000,花蓮縣,泥火山段
0773,1408-0000,新竹縣,湖西段
0775,0144-0000,新竹縣,下大窩
0776,0184-0000,花蓮縣,蚊子洞段
0778,0286-0000,苗栗縣,雙石段
0778,0289-0000,苗栗縣,雙石段
0782,0092-0000,花蓮縣,埔頭段
0782,0215-0000,花蓮縣,埔頭段
0782,0222-0000,花蓮縣,埔頭段
0782,0255-0000,花蓮縣,埔頭段
0782,0262-0000,花蓮縣,埔頭段
0782,0466-0000,花蓮縣,埔頭段
0782,0470-0000,花蓮縣,埔頭段
0783,0343-0000,花蓮縣,六十石山段
0783,0359-0000,花蓮縣,六十石山段
0783,0757-0000,花蓮縣,六十石山段
0783,0807-0000,花蓮縣,六十石山段
0783,0810-0000,花蓮縣,六十石山段
0783,0858-0000,花蓮縣,六十石山段
0783,0859-0000,花蓮縣,六十石山段
0783,0860-0000,花蓮縣,六十石山段
0783,0863-0000,花蓮縣,六十石山段
0783,0864-0000,花蓮縣,六十石山段
0784,0470-0000,花蓮縣,大肚華段
0785,0080-0000,花蓮縣,梧繞段
0785,0534-0000,花蓮縣,梧繞段
0785,0628-0000,花蓮縣,梧繞段
0785,0631-0000,花蓮縣,梧繞段
0785,0632-0000,花蓮縣,梧繞段
0785,1210-0000,新竹縣,新頭分林段
0786,0135-0000,花蓮縣,谷優段
0786,0156-0000,新竹縣,豐鄉段
0786,0160-0000,新竹縣,豐鄉段
0786,0161-0000,新竹縣,豐鄉段
0786,0336-0000,花蓮縣,谷優段
0786,0338-0001,花蓮縣,谷優段
0786,0338-0002,花蓮縣,谷優段
0786,0459-0000,花蓮縣,谷優段
0786,0732-0000,花蓮縣,谷優段
0786,0868-0000,花蓮縣,谷優段
0786,0894-0000,花蓮縣,谷優段
0786,0900-0000,花蓮縣,谷優段
0786,0936-0000,新竹縣,豐鄉段
0786,0940-0000,新竹縣,豐鄉段
0787,0165-0000,花蓮縣,屋拉力段
0787,0168-0000,花蓮縣,屋拉力段
0787,0452-0000,花蓮縣,屋拉力段
0787,0630-0000,花蓮縣,屋拉力段
0787,0633-0000,花蓮縣,屋拉力段
0787,0634-0000,花蓮縣,屋拉力段
0787,0634-0001,花蓮縣,屋拉力段
0787,1014-0002,花蓮縣,瑞祥段
0787,1203-0000,花蓮縣,屋拉力段
0787,1363-0000,花蓮縣,屋拉力段
0787,1623-0000,花蓮縣,屋拉力段
0787,1632-0000,花蓮縣,屋拉力段
0787,1699-0000,花蓮縣,屋拉力段
0788,0008-0000,花蓮縣,青山段
0788,0067-0000,花蓮縣,青山段
0788,0304-0000,花蓮縣,青山段
0803,0014-0000,臺東縣,愛國蒲段
0803,0014-0001,臺東縣,愛國蒲段
0803,0014-0002,臺東縣,愛國蒲段
0803,0016-0000,臺東縣,愛國蒲段
0803,0047-0000,臺東縣,愛國蒲段
0803,0049-0000,臺東縣,愛國蒲段
0803,0122-0000,臺東縣,愛國蒲段
0803,0122-0014,臺東縣,愛國蒲段
0803,0131-0000,臺東縣,愛國蒲段
0803,0157-0000,臺東縣,愛國蒲段
0803,0160-0000,臺東縣,愛國蒲段
0803,0213-0000,臺東縣,愛國蒲段
0808,0299-0000,臺東縣,新歷坵段
0808,0301-0000,臺東縣,新歷坵段
0808,0308-0000,臺東縣,新歷坵段
0808,0310-0000,臺東縣,新歷坵段
0808,0321-0000,臺東縣,新歷坵段
0808,0333-0000,臺東縣,新歷坵段
0808,0335-0000,臺東縣,新歷坵段
0808,0357-0000,臺東縣,新歷坵段
0808,0358-0000,臺東縣,新歷坵段
0808,0451-0000,臺東縣,新歷坵段
0808,0453-0000,臺東縣,新歷坵段
0808,0455-0000,臺東縣,新歷坵段
0808,0456-0000,臺東縣,新歷坵段
0808,0457-0000,臺東縣,新歷坵段
0810,0530-0000,嘉義縣,三界埔
0810,0531-0000,嘉義縣,三界埔
0810,0538-0002,嘉義縣,三界埔
0810,0538-0005,嘉義縣,三界埔
0810,0538-0007,嘉義縣,三界埔
0814,0223-0005,嘉義縣,塩舘
0814, 0231-0001,嘉義縣,塩舘
0814,0231-0004,嘉義縣,塩舘
0814,0231-0005,嘉義縣,塩舘
0814,0232-0002,嘉義縣,塩舘
0814,0232-0008,嘉義縣,塩舘
0814,0232-0011,嘉義縣,塩舘
0814,0240-0017,嘉義縣,塩舘
0815,0022-0078,嘉義縣,灣潭子段
0815,0030-0001,嘉義縣,灣潭子段
0815,0032-0077,嘉義縣,灣潭子
0815,0032-0083,嘉義縣,灣潭子段
0815,0032-0094,嘉義縣,灣潭子段
0815,0032-0149,嘉義縣,灣潭子段
0815,0089-0000,嘉義縣,灣潭子段
0815,0089-0001,嘉義縣,灣潭子段
0815,0089-0004,嘉義縣,灣潭子段
0815,0089-0006,嘉義縣,灣潭子段
0815,0137-0000,嘉義縣,灣潭子段
0815,0137-0005,嘉義縣,灣潭子段
0815,0139-00002,嘉義縣,灣潭子段
0815,0169-0001,嘉義縣,灣潭子段
0815,0191-0011,嘉義縣,灣潭子段
0815,0224-0009,嘉義縣,灣潭子段
0815,0224-0011,嘉義縣,灣潭子
0815,0262-0004,嘉義縣,灣潭子段
0815,0389-0051,嘉義縣,灣潭子段
0817,0052-0118,嘉義縣,柚子宅
0819,0013-0009,嘉義縣,竹頭崎
0819,0078-0000,嘉義縣,竹頭崎段
0819,0078-0001,嘉義縣,竹頭崎段
0819,0082-0007,嘉義縣,竹頭崎段
0819,0214-0001,嘉義縣,竹頭崎
0819,0299-0039,嘉義縣,竹頭崎段
0819,0300-0036,嘉義縣,竹頭崎段
0819,0302-0077,嘉義縣,竹頭崎
0825,0087-0038,嘉義縣,社口段
0825,0099-0001,嘉義縣,社口段
0825,0154-0001,嘉義縣,社口
0826,0046-0004,嘉義縣,龍山腳段
0827,0135-0004,嘉義縣,石硦
0827,0135-0005,嘉義縣,石硦
0827,0135-0006,嘉義縣,石硦
0827,0135-0007,嘉義縣,石硦
0827,0135-0008,嘉義縣,石硦
0827,0135-0009,嘉義縣,石硦
0827,0135-0011,嘉義縣,石硦
0827,0135-0013,嘉義縣,石硦
0827,0237-0005,嘉義縣,石硦
0827,0237-0012,嘉義縣,石硦
0827,0310-0007,嘉義縣,石硦段
0829,0143-0012,嘉義縣,頂埔段
0830,0096-0002,嘉義縣,三層崎
0831,0008-0005,嘉義縣,凍子脚
0831,0134-0014,嘉義縣,凍子腳
0831,0214-0008,嘉義縣,凍子脚
0831,0214-0016,嘉義縣,凍仔腳段
0831,0214-0069,嘉義縣,凍子脚
0831,0257-0019,嘉義縣,凍仔腳段
0833,0005-0003,嘉義縣,大埔
0833,0005-0005,嘉義縣,大埔
0833,0845-0000,嘉義縣,大埔段
0833,1325-0277,嘉義縣,大埔
0833,1325-0284,嘉義縣,大埔
0833,1413-0079,嘉義縣,大埔段
0833,1445-0041,嘉義縣,大埔段
0833,1445-0474,嘉義縣,大埔
0833,1445-0541,嘉義縣,大埔
0833,1445-0695,嘉義縣,大埔段
0833,1445-0741,嘉義縣,大埔段
0833,1457-0002,嘉義縣,大埔段
0833,1458-0053,嘉義縣,大埔
0833,1458-0070,嘉義縣,大埔
0833,1458-0107,嘉義縣,大埔段
0833,1458-0113,嘉義縣,大埔
0833,1466-0124,嘉義縣,大埔
0834,1325-0330,嘉義縣,柳藤潭段
0848,1171-0000,新北巿,祥和段
0848,1174-0000,新北巿,祥和段
0893,0207-0000,宜蘭縣,復興一段
0893,0211-0000,宜蘭縣,復興一段
0893,0212-0000,宜蘭縣,復興一段
0893,0220-0000,宜蘭縣,復興一段
0893,0422-0000,宜蘭縣,復興一段
0893,0423-0000,宜蘭縣,復興一段
0901,0128-0001,嘉義縣,瓦厝埔
0901,0420-0001,嘉義縣,瓦厝埔
0901,0642-0000,嘉義縣,瓦厝埔段
0901,0977-0000,嘉義縣,瓦厝埔
0901,1025-0024,嘉義縣,瓦厝埔段
0901,1123-0001,嘉義縣,瓦厝埔
0901,1203-0001,嘉義縣,瓦厝埔段
0901,1262-0001,嘉義縣,瓦厝埔
0901,1277-0000,嘉義縣,瓦厝埔
0902,0256-0000,嘉義縣,覆鐤金段
0902,0256-0001,嘉義縣,覆鐤金段
0902,0256-0006,嘉義縣,覆鐤金段
0902,0329-0015,嘉義縣,覆鐤金
0902,0451-0000,南投縣,德興段
0902,0816-0000,嘉義縣,覆鐤金段
0902,0816-0001,嘉義縣,覆鐤金段
0902,0816-0002,嘉義縣,覆鐤金段
0902,0821-0000,嘉義縣,覆鐤金段
0902,0822-0002,嘉義縣,覆鐤金段
0902,0934-0004,南投縣,德興
0902,1176-0002,嘉義縣,覆鐤金
0903,0118-0000,苗栗縣,銑櫃段
0903,0149-0000,嘉義縣,緞厝寮
0903,0492-0000,嘉義縣,緞厝寮
0903,0493-0000,嘉義縣,緞厝寮
0903,0502-0000,嘉義縣,緞厝寮
0903,0503-0000,嘉義縣,緞厝寮
0903,0504-0001,嘉義縣,緞厝寮
0903,0545-0000,嘉義縣,緞厝寮段
0903,0707-0000,苗栗縣,銑櫃段
0903,0798-0000,苗栗縣,銑櫃段
0903,0799-0000,苗栗縣,銑櫃段
0903,1396-0000,苗栗縣,銑櫃段
0904,0037-0000,苗栗縣,竹木段
0904,0044-0000,苗栗縣,竹木段
0904,0390-0000,苗栗縣,竹木段
0904,0420-0000,苗栗縣,竹木段
0904,0428-0000,苗栗縣,竹木段
0905,0143-0000,苗栗縣,義和西段
0905,0144-0000,苗栗縣,義和西段
0905,0147-0000,苗栗縣,義和西段
0905,0150-0000,苗栗縣,義和西段
0905,0151-0000,苗栗縣,義和西段
0905,0154-0000,苗栗縣,義和西段
0905,0155-0000,苗栗縣,義和西段
0905,0156-0000,苗栗縣,義和西段
0905,0195-0000,苗栗縣,義和西段
0905,0217-0000,苗栗縣,義和西段
0905,0372-0000,苗栗縣,義和西段
0905,0414-0000,苗栗縣,義和西段
0905,0419-0000,苗栗縣,義和西段
0905,0420-0000,苗栗縣,義和西段
0905,0432-0000,苗栗縣,義和西段
0905,0557-0000,苗栗縣,義和西段
0905,0567-0000,苗栗縣,義和西段
0905,0568-0000,苗栗縣,義和西段
0905,0570-0000,苗栗縣,義和西段
0905,0573-0000,苗栗縣,義和西段
0905,0574-0000,苗栗縣,義和西段
0905,0575-0000,苗栗縣,義和西段
0905,0900-0000,苗栗縣,義和西段
0906,0078-0000,苗栗縣,栗林北段
0906,0079-0000,苗栗縣,栗林北段
0906,0080-0000,苗栗縣,栗林北段
0906,0083-0013,嘉義縣,灣橋
0906,0101-0000,苗栗縣,栗林北段
0906,0102-0000,苗栗縣,栗林北段
0906,0104-0000,苗栗縣,栗林北段
0906,0147-0000,苗栗縣,栗林北段
0906,0376-0000,苗栗縣,栗林北段
0906,0411-0000,苗栗縣,栗林北段
0906,0578-0000,苗栗縣,栗林北段
0906,0579-0000,苗栗縣,栗林北段
0906,0580-0000,苗栗縣,栗林北段
0906,0581-0000,苗栗縣,栗林北段
0906,0582-0000,苗栗縣,栗林北段
0906,0583-0000,苗栗縣,栗林北段
0906,0584-0000,苗栗縣,栗林北段
0906,0632-0000,苗栗縣,栗林北段
0906,0633-0000,苗栗縣,栗林北段
0906,0635-0000,苗栗縣,栗林北段
0906,0816-0000,苗栗縣,栗林北段
0906,0828-0000,苗栗縣,栗林北段
0907,0130-0004,嘉義縣,內埔子段
0907,0143-0000,嘉義縣,內埔子段
0907,0146-0010,嘉義縣,內埔子
0907,0210-0002,嘉義縣,內埔子段
0907,0343-0000,苗栗縣,栗林南段
0907,0344-0000,苗栗縣,栗林南段
0907,0438-0000,苗栗縣,栗林南段
0907,0451-0000,苗栗縣,栗林南段
0907,0452-0000,苗栗縣,栗林南段
0907,0471-0000,苗栗縣,栗林南段
0907,0587-0000,苗栗縣,栗林南段
0907,1020-0007,嘉義縣,內埔子
0907,1333-0016,嘉義縣,內埔子段
0907,1370-0014,嘉義縣,內埔子
0907,1396-0000,嘉義縣,內埔子段
0907,1487-0000,嘉義縣,內埔子段
0907,1571-0007,嘉義縣,內埔子
0907,1831-0001,嘉義縣,內埔子段
0908,0048-0000,苗栗縣,新開北段
0908,0049-0000,苗栗縣,新開北段
0908,0051-0000,苗栗縣,新開北段
0908,0199-0005,嘉義縣,樟樹坪
0908,0233-0000,苗栗縣,新開北段
0908,0317-0000,嘉義縣,樟樹坪段
0908,0317-0001,嘉義縣,樟樹坪段
0908,0374-0000,嘉義縣,樟樹坪段
0908,0375-0000,嘉義縣,樟樹坪段
0908,0401-0001,嘉義縣,樟樹坪
0908,0403-0001,嘉義縣,樟樹坪
0908,0998-0000,嘉義縣,樟樹坪段
0908,0998-0001,嘉義縣,樟樹坪段
0908,1343-0000,嘉義縣,樟樹坪
0908,1454-0000,嘉義縣,樟樹坪
0908,1488-0002,嘉義縣,樟樹坪段
0909,0008-0008,嘉義縣,金獅寮段
0909,0008-0030,嘉義縣,金獅寮
0909,0009-0016,嘉義縣,金獅寮
0909,0012-0030,嘉義縣,金獅寮段
0909,0012-0049,嘉義縣,金獅寮
0909,0023-0000,苗栗縣,新開南段
0909,0025-0000,苗栗縣,新開南段
0910,0012-0088,嘉義縣,番子潭
0910,0012-0196,嘉義縣,番子潭
0910,0012-0238,嘉義縣,番子潭
0910,0045-0000,苗栗縣,百壽段
0910,0046-0000,苗栗縣,百壽段
0910,0047-0000,苗栗縣,百壽段
0910,0048-0000,苗栗縣,百壽段
0910,0049-0000,苗栗縣,百壽段
0910,0122-0000,苗栗縣,百壽段
0910,0180-0000,苗栗縣,百壽段
0910,0236-0000,苗栗縣,百壽段
0910,0242-0000,苗栗縣,百壽段
0910,0243-0000,苗栗縣,百壽段
0910,0470-0000,苗栗縣,百壽段
0910,0472-0000,苗栗縣,百壽段
0910,0559-0000,苗栗縣,百壽段
0910,0693-0000,苗栗縣,百壽段
0910,0696-0000,苗栗縣,百壽段
0910,0697-0000,苗栗縣,百壽段
0910,0700-0000,苗栗縣,百壽段
0910,0701-0000,苗栗縣,百壽段
0910,0741-0000,苗栗縣,百壽段
0910,0747-0000,苗栗縣,百壽段
0911,0098-0000,苗栗縣,景山段
0911,0111-0000,苗栗縣,景山段
0911,0112-0000,苗栗縣,景山段
0911,0197-0000,苗栗縣,景山段
0911,0246-0000,苗栗縣,景山段
0911,0279-0001,嘉義縣,獅子頭
0911,0384-0000,苗栗縣,景山段
0911,0548-0000,苗栗縣,景山段
0911,0581-0000,苗栗縣,景山段
0911,0629-0000,南投縣,延豐段
0911,0637-0001,南投縣,延豐段
0911,0640-0000,南投縣,延豐段
0911,0727-0000,苗栗縣,景山段
0911,0847-0000,苗栗縣,景山段
0912,0397-0000,南投縣,瑞山段
0912,0714-0000,南投縣,瑞山
0912,0778-0000,苗栗縣,草寮段
0912,0926-0000,南投縣,瑞山段
0912,0976-0000,南投縣,瑞山段
0913,0074-0000,苗栗縣,武榮段
0913,0077-0000,苗栗縣,武榮段
0913,0096-0721,苗栗縣,武榮段
0913,0097-0000,嘉義縣,羗子科段
0913,0426-0000,苗栗縣,武榮段
0913,0593-0000,苗栗縣,武榮段
0913,0594-0000,苗栗縣,武榮段
0914,0014-0035,嘉義縣,糞箕湖
0914,0030-0035,嘉義縣,糞箕湖
0914,0979-0000,苗栗縣,薑麻段
0915,0998-0000,花蓮縣,宮下段
0915,1019-0000,花蓮縣,宮下段
0915,1022-0000,花蓮縣,宮下段
0915,1154-0000,花蓮縣,宮下段
0916,0042-0000,南投縣,坪頂段
0916,0691-0000,南投縣,坪頂
0917,0365-0000,南投縣,新勞水坑
0919,0113-0029,嘉義縣,大草埔段
0919,0177-0004,嘉義縣,大草埔段
0921,0010-0002,嘉義縣,大坪段
0921,0040-0007,嘉義縣,大坪
0921,0040-0008,嘉義縣,大坪段
0921,0041-0060,嘉義縣,大坪
0921,0042-0007,嘉義縣,大坪
0921,0042-0047,嘉義縣,大坪段
0921,0043-0037,嘉義縣,大坪
0921,0052-0010,嘉義縣,大坪段
0921,0056-0025,嘉義縣,大坪段
0921,0056-0027,嘉義縣,大坪段
0921,0056-0046,嘉義縣,大坪
0921,0056-0051,嘉義縣,大坪段
0921,0074-0001,嘉義縣,大坪
0921,0200-0000,南投縣,清秀
0921,0202-0000,南投縣,清秀
0921,0326-0000,嘉義縣,大坪
0921,0349-0000,嘉義縣,大坪段
0921,0379-0000,嘉義縣,大坪
0921,0559-0000,嘉義縣,大坪段
0922,0239-0018,嘉義縣,龍眼林
0922,0352-0000,嘉義縣,龍眼林
0922,0354-0003,嘉義縣,龍眼林
0922,0376-0000,嘉義縣,龍眼林
0922,0396-0002,嘉義縣,龍眼林段
0922,0396-0032,嘉義縣,龍眼林
0923,0015-0001,嘉義縣,生毛樹
0923,0040-0000,嘉義縣,生毛樹段
0923,0040-0001,嘉義縣,生毛樹段
0923,0041-0000,嘉義縣,生毛樹段
0923,0044-0000,嘉義縣,生毛樹
0923,0044-0001,嘉義縣,生毛樹
0923,0044-0002,嘉義縣,生毛樹
0923,0044-0003,嘉義縣,生毛樹段
0923,0045-0000,嘉義縣,生毛樹
0923,0059-0000,嘉義縣,生毛樹段
0923,0059-0001,嘉義縣,生毛樹段
0923,0059-0002,嘉義縣,生毛樹段
0923,0059-0003,嘉義縣,生毛樹段
0923,0062-0000,嘉義縣,生毛樹段
